0.000000E+00    -9.828313E-01  6.590172E+01
1.000000E-01    -1.965663E+00  6.570515E+01
2.000000E-01    -2.948494E+00  6.541030E+01
3.000000E-01    -3.931325E+00  6.501717E+01
4.000000E-01    -4.914157E+00  6.452575E+01
5.000000E-01    -5.896989E+00  6.393605E+01
6.000000E-01    -6.879820E+00  6.324807E+01
7.000000E-01    -7.862653E+00  6.246181E+01
8.000000E-01    -8.845485E+00  6.157726E+01
9.000000E-01    -9.828317E+00  6.059443E+01
1.000000E+00    -1.081115E+01  5.951331E+01
1.100000E+00    -1.179398E+01  5.833391E+01
1.200000E+00    -1.277682E+01  5.705623E+01
1.300000E+00    -1.375965E+01  5.568027E+01
1.400000E+00    -1.474249E+01  5.420602E+01
1.500000E+00    -1.572532E+01  5.263349E+01
1.600000E+00    -1.670816E+01  5.096267E+01
1.700000E+00    -1.769099E+01  4.919357E+01
1.800000E+00    -1.867383E+01  4.732619E+01
1.900000E+00    -1.965667E+01  4.536052E+01
2.000000E+00    -2.063950E+01  4.329657E+01
2.100000E+00    -2.162234E+01  4.113434E+01
2.200000E+00    -2.260518E+01  3.887382E+01
2.300000E+00    -2.358802E+01  3.651502E+01
2.400000E+00    -2.457086E+01  3.405793E+01
2.500000E+00    -2.555370E+01  3.150256E+01
2.600000E+00    -2.653654E+01  2.884891E+01
2.700000E+00    -2.751939E+01  2.609697E+01
2.800000E+00    -2.850223E+01  2.324675E+01
2.900000E+00    -2.948507E+01  2.029824E+01
3.000000E+00    -3.046792E+01  1.725145E+01
3.100000E+00    -3.145076E+01  1.410637E+01
3.200000E+00    -3.243361E+01  1.086301E+01
3.300000E+00    -3.341646E+01  7.521363E+00
3.400000E+00    -3.439931E+01  4.081432E+00
3.500000E+00    -3.538216E+01  5.432163E-01
3.600000E+00    -3.636501E+01  -3.093285E+00
