0.000000E+00    8.805228E-01  6.608805E+01
1.000000E-01    1.761810E+00  6.626423E+01
2.000000E-01    2.643135E+00  6.652855E+01
3.000000E-01    3.523767E+00  6.688092E+01
4.000000E-01    4.402979E+00  6.732122E+01
5.000000E-01    5.280045E+00  6.784923E+01
6.000000E-01    6.154247E+00  6.846465E+01
7.000000E-01    7.024873E+00  6.916714E+01
8.000000E-01    7.891223E+00  6.995626E+01
9.000000E-01    8.752609E+00  7.083152E+01
1.000000E+00    9.608359E+00  7.179236E+01
1.100000E+00    1.045782E+01  7.283814E+01
1.200000E+00    1.130035E+01  7.396817E+01
1.300000E+00    1.213533E+01  7.518171E+01
1.400000E+00    1.296217E+01  7.647792E+01
1.500000E+00    1.378031E+01  7.785595E+01
1.600000E+00    1.458919E+01  7.931487E+01
1.700000E+00    1.538830E+01  8.085370E+01
1.800000E+00    1.617715E+01  8.247142E+01
1.900000E+00    1.695529E+01  8.416695E+01
2.000000E+00    1.772227E+01  8.593917E+01
2.100000E+00    1.847770E+01  8.778694E+01
2.200000E+00    1.922121E+01  8.970907E+01
2.300000E+00    1.995246E+01  9.170431E+01
2.400000E+00    2.067113E+01  9.377142E+01
2.500000E+00    2.137697E+01  9.590912E+01
2.600000E+00    2.206971E+01  9.811609E+01
2.700000E+00    2.274914E+01  1.003910E+02
2.800000E+00    2.341508E+01  1.027325E+02
2.900000E+00    2.406737E+01  1.051393E+02
3.000000E+00    2.470589E+01  1.076098E+02
3.100000E+00    2.533053E+01  1.101429E+02
3.200000E+00    2.594123E+01  1.127370E+02
3.300000E+00    2.653794E+01  1.153908E+02
3.400000E+00    2.712064E+01  1.181029E+02
3.500000E+00    2.768935E+01  1.208718E+02
3.600000E+00    2.824408E+01  1.236962E+02
3.700000E+00    2.878489E+01  1.265747E+02
3.800000E+00    2.931185E+01  1.295059E+02
3.900000E+00    2.982505E+01  1.324884E+02
4.000000E+00    3.032460E+01  1.355209E+02
4.100000E+00    3.081064E+01  1.386019E+02
4.200000E+00    3.128330E+01  1.417302E+02
4.300000E+00    3.174274E+01  1.449045E+02
4.400000E+00    3.218914E+01  1.481234E+02
4.500000E+00    3.262269E+01  1.513857E+02
4.600000E+00    3.304356E+01  1.546901E+02
4.700000E+00    3.345199E+01  1.580353E+02
4.800000E+00    3.384817E+01  1.614201E+02
4.900000E+00    3.423234E+01  1.648433E+02
5.000000E+00    3.460472E+01  1.683038E+02
5.100000E+00    3.496555E+01  1.718003E+02
5.200000E+00    3.531508E+01  1.753318E+02
5.300000E+00    3.565354E+01  1.788972E+02
5.400000E+00    3.598120E+01  1.824953E+02
5.500000E+00    3.629830E+01  1.861251E+02
5.600000E+00    3.660510E+01  1.897857E+02
5.700000E+00    3.690185E+01  1.934758E+02
5.800000E+00    3.718881E+01  1.971947E+02
5.900000E+00    3.746624E+01  2.009413E+02
6.000000E+00    3.773438E+01  2.047148E+02
6.100000E+00    3.799350E+01  2.085141E+02
6.200000E+00    3.824385E+01  2.123385E+02
6.300000E+00    3.848568E+01  2.161871E+02
