0.000000E+00    9.401784E+00  6.694018E+01
1.000000E-01    1.857075E+01  6.879725E+01
2.000000E-01    2.701574E+01  7.149883E+01
3.000000E-01    3.435781E+01  7.493461E+01
4.000000E-01    4.039952E+01  7.897456E+01
5.000000E-01    4.513162E+01  8.348772E+01
6.000000E-01    4.868601E+01  8.835632E+01
7.000000E-01    5.126739E+01  9.348306E+01
8.000000E-01    5.309423E+01  9.879248E+01
9.000000E-01    5.436263E+01  1.042287E+02
1.000000E+00    5.523143E+01  1.097519E+02
1.100000E+00    5.582107E+01  1.153340E+02
1.200000E+00    5.621898E+01  1.209559E+02
1.300000E+00    5.648680E+01  1.266046E+02
1.400000E+00    5.666708E+01  1.322713E+02
1.500000E+00    5.678883E+01  1.379502E+02
1.600000E+00    5.687162E+01  1.436373E+02
1.700000E+00    5.692856E+01  1.493302E+02
1.800000E+00    5.696841E+01  1.550270E+02
1.900000E+00    5.699698E+01  1.607267E+02
2.000000E+00    5.701812E+01  1.664285E+02
2.100000E+00    5.703437E+01  1.721320E+02
2.200000E+00    5.704741E+01  1.778367E+02
2.300000E+00    5.705834E+01  1.835425E+02
2.400000E+00    5.706790E+01  1.892493E+02
2.500000E+00    5.707656E+01  1.949570E+02
2.600000E+00    5.708463E+01  2.006655E+02
2.700000E+00    5.709232E+01  2.063747E+02
2.800000E+00    5.709976E+01  2.120847E+02
2.900000E+00    5.710704E+01  2.177954E+02
3.000000E+00    5.711421E+01  2.235068E+02
3.100000E+00    5.712131E+01  2.292189E+02
3.200000E+00    5.712837E+01  2.349318E+02
3.300000E+00    5.713539E+01  2.406453E+02
3.400000E+00    5.714240E+01  2.463595E+02
3.500000E+00    5.714940E+01  2.520745E+02
3.600000E+00    5.715638E+01  2.577901E+02
3.700000E+00    5.716337E+01  2.635065E+02
3.800000E+00    5.717034E+01  2.692235E+02
3.900000E+00    5.717732E+01  2.749412E+02
4.000000E+00    5.718429E+01  2.806596E+02
4.100000E+00    5.719126E+01  2.863788E+02
4.200000E+00    5.719823E+01  2.920986E+02
4.300000E+00    5.720520E+01  2.978191E+02
4.400000E+00    5.721216E+01  3.035403E+02
4.500000E+00    5.721913E+01  3.092622E+02
4.600000E+00    5.722610E+01  3.149849E+02
4.700000E+00    5.723306E+01  3.207082E+02
4.800000E+00    5.724002E+01  3.264322E+02
4.900000E+00    5.724698E+01  3.321569E+02
5.000000E+00    5.725395E+01  3.378823E+02
5.100000E+00    5.726091E+01  3.436083E+02
5.200000E+00    5.726786E+01  3.493351E+02
5.300000E+00    5.727482E+01  3.550626E+02
5.400000E+00    5.728178E+01  3.607908E+02
